grade_id,student_id,course_code,assignment1,assignment2,assignment3,midterm,final_exam,total_score,grade_letter,gpa,semester,recorded_date
976,UJ2024581,PLS1501,77.97,89.62,85.13,88.17,62.24,78.62,A,4.0,2024-1,2026-01-12
977,UJ2024581,ART1511,80.64,55.84,96.42,74.87,80.95,77.94,A,4.0,2024-1,2026-01-12
978,UJ2024582,PHY2611,54.13,50.25,96.59,79.75,59.18,67.84,B,3.0,2024-1,2026-01-12
979,UJ2024583,CHE2611,59.34,54.75,64.58,87.03,54.9,65.03,B,3.0,2024-1,2026-01-12
980,UJ2024583,EKN224,58.79,91.41,85.57,74.03,73.19,75.83,A,4.0,2024-1,2026-01-12
981,UJ2024583,SOC1501,58.65,54.1,98.81,50.79,85.08,69.96,B,3.0,2024-1,2026-01-12
982,UJ2024583,INF2611,74.13,53.21,85.5,63.9,79.16,71.65,B+,3.5,2024-1,2026-01-12
983,UJ2024584,PHY1513,77.21,89.21,81.93,50.76,82.18,74.6,B+,3.5,2024-1,2026-01-12
984,UJ2024584,PHY2611,94.75,71.72,97.64,57.61,96.96,83.11,A,4.0,2024-1,2026-01-12
985,UJ2024585,FAC1502,53.64,57.82,67.59,77.83,61.19,64.67,C+,2.5,2024-1,2026-01-12
986,UJ2024587,ART2611,69.94,55.68,62.6,73.65,65.59,66.32,B,3.0,2024-1,2026-01-12
987,UJ2024587,INF2611,71.8,60.13,95.79,85.09,85.6,81.11,A,4.0,2024-1,2026-01-12
988,UJ2024588,ENG1511,92.63,87.31,69.42,60.07,88.29,78.91,A,4.0,2024-1,2026-01-12
989,UJ2024588,ARC2611,59.78,70.51,82.34,63.03,79.17,71.4,B+,3.5,2024-1,2026-01-12
990,UJ2024588,MNB2601,77.21,97.49,54.11,90.58,71.16,78.31,A,4.0,2024-1,2026-01-12
991,UJ2024589,ART2611,71.66,81.68,54.22,81.0,69.8,72.32,B+,3.5,2024-1,2026-01-12
992,UJ2024590,ENG1511,72.54,89.34,68.52,99.82,76.19,82.37,A,4.0,2024-1,2026-01-12
993,UJ2024590,COS1511,82.54,71.46,74.4,89.18,50.72,71.77,B+,3.5,2024-1,2026-01-12
994,UJ2024591,LAW2611,85.16,96.45,81.71,84.13,98.05,89.95,A,4.0,2024-1,2026-01-12
995,UJ2024591,SOC1501,73.97,85.44,80.68,51.77,88.44,75.49,A,4.0,2024-1,2026-01-12
996,UJ2024591,EKN114,80.45,74.86,70.43,51.05,92.72,74.44,B+,3.5,2024-1,2026-01-12
997,UJ2024592,EKN114,56.16,83.23,60.05,77.49,66.22,69.15,B,3.0,2024-1,2026-01-12
998,UJ2024593,FAC2601,79.24,58.51,67.66,75.03,67.47,69.81,B,3.0,2024-1,2026-01-12
999,UJ2024593,FAC1502,90.61,89.56,77.49,55.25,99.7,82.37,A,4.0,2024-1,2026-01-12
1000,UJ2024594,ARC1511,73.4,85.63,58.21,75.74,79.63,75.41,A,4.0,2024-1,2026-01-12
1001,UJ2024595,CHE1511,63.61,75.5,61.81,82.5,69.98,71.76,B+,3.5,2024-1,2026-01-12
1002,UJ2024595,LAW2611,82.09,51.75,96.42,69.72,85.65,77.66,A,4.0,2024-1,2026-01-12
1003,UJ2024595,APM2611,78.51,70.64,64.8,62.08,83.78,72.75,B+,3.5,2024-1,2026-01-12
1004,UJ2024596,FAC1502,56.27,86.84,89.6,65.23,61.52,69.67,B,3.0,2024-1,2026-01-12
1005,UJ2024596,COS2611,83.76,76.58,58.28,55.8,96.12,75.58,A,4.0,2024-1,2026-01-12
1006,UJ2024597,ART2611,65.65,83.6,53.18,84.41,96.48,80.41,A,4.0,2024-1,2026-01-12
1007,UJ2024599,EKN224,81.7,59.14,98.16,83.79,88.05,83.21,A,4.0,2024-1,2026-01-12
1008,UJ2024601,MAT1581,52.23,81.39,53.52,61.34,81.16,67.75,B,3.0,2024-1,2026-01-12
1009,UJ2024601,INF2611,73.82,55.58,94.96,68.53,50.15,65.83,B,3.0,2024-1,2026-01-12
1010,UJ2024602,MNB2601,52.65,62.95,75.41,90.83,80.97,75.65,A,4.0,2024-1,2026-01-12
1011,UJ2024603,MAT1581,88.68,52.04,93.01,56.12,51.76,64.62,C+,2.5,2024-1,2026-01-12
1012,UJ2024603,COS2611,54.23,64.58,77.74,53.3,81.85,67.36,B,3.0,2024-1,2026-01-12
1013,UJ2024604,INF1511,63.66,98.13,50.45,56.62,72.74,67.81,B,3.0,2024-1,2026-01-12
1014,UJ2024605,FAC2601,88.2,82.13,84.96,53.24,98.51,81.16,A,4.0,2024-1,2026-01-12
1015,UJ2024605,CHE1511,50.18,75.69,70.45,99.57,90.93,81.62,A,4.0,2024-1,2026-01-12
1016,UJ2024605,CHE2611,92.18,55.49,92.36,95.44,61.56,78.33,A,4.0,2024-1,2026-01-12
1017,UJ2024606,MNB1501,96.55,59.73,67.28,84.52,83.17,79.62,A,4.0,2024-1,2026-01-12
1018,UJ2024606,PHY2611,57.97,53.86,84.22,80.42,91.41,76.94,A,4.0,2024-1,2026-01-12
1019,UJ2024607,LAW2611,69.46,58.4,51.97,92.56,60.39,68.23,B,3.0,2024-1,2026-01-12
1020,UJ2024607,MNB2601,98.7,91.77,94.48,76.65,57.95,79.29,A,4.0,2024-1,2026-01-12
1021,UJ2024607,COS2611,66.18,95.7,53.56,87.38,90.22,81.23,A,4.0,2024-1,2026-01-12
1022,UJ2024607,ART1511,85.63,51.18,98.95,57.84,89.4,76.64,A,4.0,2024-1,2026-01-12
1023,UJ2024608,APM2611,72.64,87.21,52.26,62.11,77.76,70.67,B+,3.5,2024-1,2026-01-12
1024,UJ2024608,INF2611,53.02,81.58,62.57,67.79,72.05,68.14,B,3.0,2024-1,2026-01-12
1025,UJ2024609,ENG1511,92.84,96.78,50.31,52.07,96.96,78.09,A,4.0,2024-1,2026-01-12
1026,UJ2024609,ARC1511,96.45,64.02,91.11,84.44,88.79,85.48,A,4.0,2024-1,2026-01-12
1027,UJ2024610,PHY1513,97.26,78.16,74.82,88.01,73.9,81.71,A,4.0,2024-1,2026-01-12
1028,UJ2024611,LAW2611,58.58,97.48,77.62,57.31,89.4,76.2,A,4.0,2024-1,2026-01-12
1029,UJ2024611,ARC1511,71.13,73.49,84.79,80.48,88.74,81.15,A,4.0,2024-1,2026-01-12
1030,UJ2024611,ART1511,95.14,84.34,58.55,50.81,88.03,74.82,B+,3.5,2024-1,2026-01-12
1031,UJ2024611,ART2611,62.26,79.46,55.03,79.16,63.21,68.27,B,3.0,2024-1,2026-01-12
1032,UJ2024614,SOC2601,92.49,96.16,82.62,90.17,88.15,89.68,A,4.0,2024-1,2026-01-12
1033,UJ2024614,EKN114,90.05,72.97,73.06,66.22,63.46,71.0,B+,3.5,2024-1,2026-01-12
1034,UJ2024615,CHE1511,59.38,75.62,93.09,61.53,82.54,74.36,B+,3.5,2024-1,2026-01-12
1035,UJ2024615,NUR2611,69.73,72.78,65.36,97.55,54.23,71.84,B+,3.5,2024-1,2026-01-12
1036,UJ2024615,MNB1501,67.99,71.51,60.24,62.07,77.28,68.66,B,3.0,2024-1,2026-01-12
1037,UJ2024616,APM1513,50.55,94.67,50.29,81.16,95.35,78.22,A,4.0,2024-1,2026-01-12
1038,UJ2024617,INF1511,66.5,83.5,77.39,75.31,60.08,70.96,B+,3.5,2024-1,2026-01-12
1039,UJ2024618,MNB1501,53.09,69.79,55.47,70.0,52.8,60.09,C+,2.5,2024-1,2026-01-12
1040,UJ2024620,MNB2601,54.41,61.57,53.0,85.66,91.66,74.26,B+,3.5,2024-1,2026-01-12
1041,UJ2024621,EKN114,70.38,64.94,92.36,72.48,97.47,81.51,A,4.0,2024-1,2026-01-12
1042,UJ2024621,APM2611,73.06,95.07,73.4,86.94,51.4,73.38,B+,3.5,2024-1,2026-01-12
1043,UJ2024621,PLS2601,69.03,84.72,58.92,68.19,76.03,71.76,B+,3.5,2024-1,2026-01-12
1044,UJ2024622,INF2611,85.04,96.62,82.68,78.91,73.24,81.35,A,4.0,2024-1,2026-01-12
1045,UJ2024622,EKN224,57.52,86.95,84.04,73.28,61.07,70.92,B+,3.5,2024-1,2026-01-12
1046,UJ2024623,PHY1513,94.03,68.93,53.17,52.47,83.59,70.61,B+,3.5,2024-1,2026-01-12
1047,UJ2024623,NUR2611,73.43,51.7,72.18,82.1,72.65,71.92,B+,3.5,2024-1,2026-01-12
1048,UJ2024623,COS1511,50.69,72.75,61.81,98.26,69.17,73.1,B+,3.5,2024-1,2026-01-12
1049,UJ2024623,EKN224,99.53,65.64,69.7,53.73,97.25,77.84,A,4.0,2024-1,2026-01-12
1050,UJ2024624,MNB2601,87.98,58.43,99.54,54.53,88.08,76.95,A,4.0,2024-1,2026-01-12
1051,UJ2024624,MNB1501,56.95,99.59,59.89,66.49,55.34,65.69,B,3.0,2024-1,2026-01-12
1052,UJ2024624,PHY2611,87.94,62.34,79.8,71.45,76.51,75.33,A,4.0,2024-1,2026-01-12
1053,UJ2024627,FAC1502,56.61,66.08,85.91,87.44,97.08,82.27,A,4.0,2024-1,2026-01-12
1054,UJ2024627,APM1513,96.07,97.8,66.83,65.13,99.57,85.26,A,4.0,2024-1,2026-01-12
1055,UJ2024627,COS2611,89.44,93.58,78.77,86.4,97.67,90.17,A,4.0,2024-1,2026-01-12
1056,UJ2024628,SOC1501,74.37,97.54,54.45,59.05,82.92,73.59,B+,3.5,2024-1,2026-01-12
1057,UJ2024629,ENG2611,54.7,52.97,57.49,84.22,54.06,62.05,C+,2.5,2024-1,2026-01-12
1058,UJ2024629,MAT1581,75.92,90.24,58.94,53.76,67.72,67.52,B,3.0,2024-1,2026-01-12
1059,UJ2024630,PLS1501,67.84,67.51,78.18,56.41,77.93,69.51,B,3.0,2024-1,2026-01-12
1060,UJ2024630,NUR2611,61.18,65.7,95.81,85.49,85.03,80.28,A,4.0,2024-1,2026-01-12
1061,UJ2024630,APM1513,92.99,97.4,95.71,95.5,73.28,88.77,A,4.0,2024-1,2026-01-12
1062,UJ2024631,SOC1501,64.27,74.93,95.51,79.82,52.88,71.03,B+,3.5,2024-1,2026-01-12
1063,UJ2024631,FAC1502,62.38,71.94,56.53,64.79,57.69,62.13,C+,2.5,2024-1,2026-01-12
1064,UJ2024632,ENG1511,75.44,82.15,63.93,80.45,56.14,70.18,B+,3.5,2024-1,2026-01-12
1065,UJ2024632,INF1511,60.57,96.41,77.67,55.96,65.5,68.84,B,3.0,2024-1,2026-01-12
1066,UJ2024633,ARC1511,88.08,73.22,67.54,83.08,60.39,73.21,B+,3.5,2024-1,2026-01-12
1067,UJ2024633,APM2611,91.34,78.63,63.25,77.54,64.39,73.69,B+,3.5,2024-1,2026-01-12
1068,UJ2024633,PLS1501,68.36,52.79,78.97,51.6,55.02,59.42,C,2.0,2024-1,2026-01-12
1069,UJ2024634,INF1511,57.01,76.09,93.12,56.84,93.72,76.26,A,4.0,2024-1,2026-01-12
1070,UJ2024634,CHE1511,54.0,90.71,76.01,83.11,71.55,75.35,A,4.0,2024-1,2026-01-12
1071,UJ2024635,EKN114,86.62,56.18,92.07,74.76,98.67,83.52,A,4.0,2024-1,2026-01-12
1072,UJ2024635,FAC1502,76.54,61.05,50.0,60.48,66.2,63.12,C+,2.5,2024-1,2026-01-12
1073,UJ2024636,CHE2611,54.95,79.97,83.22,66.64,61.15,67.73,B,3.0,2024-1,2026-01-12
1074,UJ2024637,CHE2611,52.04,96.17,69.44,55.55,68.52,67.09,B,3.0,2024-1,2026-01-12
1075,UJ2024637,COS2611,50.84,99.67,72.5,83.83,98.69,84.02,A,4.0,2024-1,2026-01-12
1076,UJ2024637,LAW1511,53.88,56.69,73.11,63.53,85.56,69.1,B,3.0,2024-1,2026-01-12
1077,UJ2024637,CHE1511,72.95,63.87,52.92,75.38,79.04,71.02,B+,3.5,2024-1,2026-01-12
1078,UJ2024638,NUR1511,73.65,64.29,57.5,95.45,94.21,81.44,A,4.0,2024-1,2026-01-12
1079,UJ2024638,LAW2611,51.95,51.07,83.0,81.97,83.14,73.34,B+,3.5,2024-1,2026-01-12
1080,UJ2024639,CHE1511,99.77,52.17,98.82,73.15,79.61,79.78,A,4.0,2024-1,2026-01-12
1081,UJ2024640,ART2611,87.03,91.53,63.47,92.57,58.74,77.07,A,4.0,2024-1,2026-01-12
1082,UJ2024640,PLS2601,66.81,97.46,97.61,89.19,66.38,81.49,A,4.0,2024-1,2026-01-12
1083,UJ2024640,CHE1511,61.6,99.31,76.3,81.42,59.65,73.83,B+,3.5,2024-1,2026-01-12
1084,UJ2024641,APM1513,59.11,80.45,83.87,52.03,71.94,68.1,B,3.0,2024-1,2026-01-12
1085,UJ2024643,EKN224,98.02,52.66,87.17,95.77,66.9,79.69,A,4.0,2024-1,2026-01-12
1086,UJ2024643,COS1511,58.51,70.71,66.25,59.99,76.18,67.17,B,3.0,2024-1,2026-01-12
1087,UJ2024644,ENG1511,84.26,71.48,75.24,93.64,61.56,76.53,A,4.0,2024-1,2026-01-12
1088,UJ2024645,PHY2611,86.8,67.87,62.02,91.15,68.09,75.72,A,4.0,2024-1,2026-01-12
1089,UJ2024645,CHE1511,88.31,66.55,95.09,51.2,75.69,73.0,B+,3.5,2024-1,2026-01-12
1090,UJ2024646,NUR2611,96.44,67.66,57.2,54.46,72.87,68.67,B,3.0,2024-1,2026-01-12
1091,UJ2024647,MNB2601,71.0,82.55,94.42,98.96,83.07,86.86,A,4.0,2024-1,2026-01-12
1092,UJ2024647,NUR2611,51.35,95.82,52.32,67.67,90.96,74.13,B+,3.5,2024-1,2026-01-12
1093,UJ2024649,NUR1511,66.29,69.51,93.99,72.18,83.81,77.66,A,4.0,2024-1,2026-01-12
1094,UJ2024650,PLS1501,78.31,61.9,89.39,80.26,52.75,70.33,B+,3.5,2024-1,2026-01-12
1095,UJ2024651,INF1511,95.77,71.68,59.84,99.75,58.61,76.61,A,4.0,2024-1,2026-01-12
1096,UJ2024651,COS1511,92.7,76.39,84.35,72.13,98.99,85.75,A,4.0,2024-1,2026-01-12
1097,UJ2024652,NUR1511,77.95,65.65,56.82,85.48,53.42,67.46,B,3.0,2024-1,2026-01-12
1098,UJ2024652,ART2611,88.11,58.3,57.1,74.15,56.55,66.03,B,3.0,2024-1,2026-01-12
1099,UJ2024654,NUR1511,62.76,96.44,79.69,72.31,88.27,80.39,A,4.0,2024-1,2026-01-12
1100,UJ2024654,ARC1511,84.27,66.89,86.4,50.63,72.41,70.01,B+,3.5,2024-1,2026-01-12
1101,UJ2024655,LAW1511,58.46,92.51,58.61,95.22,70.07,76.26,A,4.0,2024-1,2026-01-12
1102,UJ2024655,EKN114,52.83,65.45,78.34,53.84,56.76,59.98,C,2.0,2024-1,2026-01-12
1103,UJ2024655,BIO2611,53.94,65.63,71.9,98.32,77.73,76.62,A,4.0,2024-1,2026-01-12
1104,UJ2024655,ARC1511,63.4,67.98,64.52,96.33,74.75,75.89,A,4.0,2024-1,2026-01-12
1105,UJ2024656,PHY2611,85.95,74.32,90.72,81.87,83.8,83.26,A,4.0,2024-1,2026-01-12
1106,UJ2024656,COS1511,78.54,52.4,55.99,94.48,76.53,74.62,B+,3.5,2024-1,2026-01-12
1107,UJ2024656,ENG2611,71.11,50.59,55.73,82.34,86.22,73.07,B+,3.5,2024-1,2026-01-12
1108,UJ2024657,EKN224,96.41,78.09,51.28,90.92,70.52,77.75,A,4.0,2024-1,2026-01-12
1109,UJ2024657,MNB1501,73.16,91.43,96.85,84.3,72.09,81.92,A,4.0,2024-1,2026-01-12
1110,UJ2024657,FAC1502,88.35,87.45,99.16,88.83,63.64,82.54,A,4.0,2024-1,2026-01-12
1111,UJ2024657,ART1511,59.84,77.31,50.8,94.88,88.22,78.38,A,4.0,2024-1,2026-01-12
1112,UJ2024658,PHY1513,90.8,52.58,83.53,93.56,85.08,82.95,A,4.0,2024-1,2026-01-12
1113,UJ2024659,BIO2611,99.12,96.28,85.42,50.35,82.43,79.44,A,4.0,2024-1,2026-01-12
1114,UJ2024659,PHY2611,60.49,96.3,96.82,50.15,62.03,69.19,B,3.0,2024-1,2026-01-12
1115,UJ2024660,PLS1501,54.25,52.58,58.08,65.79,90.33,68.28,B,3.0,2024-1,2026-01-12
1116,UJ2024660,FAC2601,69.28,66.87,90.64,85.54,96.84,84.46,A,4.0,2024-1,2026-01-12
1117,UJ2024660,COS2611,69.47,54.22,55.11,88.35,77.31,72.1,B+,3.5,2024-1,2026-01-12
1118,UJ2024660,LAW2611,99.95,66.86,58.83,72.9,98.23,81.54,A,4.0,2024-1,2026-01-12
1119,UJ2024661,SOC1501,52.45,72.58,83.07,54.48,78.61,68.42,B,3.0,2024-1,2026-01-12
1120,UJ2024662,COS1511,50.51,87.08,82.02,81.31,74.95,75.75,A,4.0,2024-1,2026-01-12
1121,UJ2024662,NUR1511,78.99,56.21,51.39,93.77,53.62,67.52,B,3.0,2024-1,2026-01-12
1122,UJ2024662,FAC1502,83.82,95.79,66.03,82.88,61.87,76.13,A,4.0,2024-1,2026-01-12
1123,UJ2024662,BIO2611,82.26,79.41,89.35,70.26,51.75,70.74,B+,3.5,2024-1,2026-01-12
1124,UJ2024663,EKN114,66.73,58.04,64.14,88.6,50.82,65.73,B,3.0,2024-1,2026-01-12
1125,UJ2024663,MNB1501,59.92,63.22,92.19,86.05,92.2,81.47,A,4.0,2024-1,2026-01-12
1126,UJ2024663,SOC1501,65.96,71.61,68.22,79.97,77.69,74.17,B+,3.5,2024-1,2026-01-12
1127,UJ2024664,INF2611,91.86,52.23,70.28,92.72,70.31,76.43,A,4.0,2024-1,2026-01-12
1128,UJ2024664,EKN114,88.73,73.65,58.59,78.24,94.86,81.16,A,4.0,2024-1,2026-01-12
1129,UJ2024664,BIO1511,62.03,94.75,80.77,71.56,87.45,79.76,A,4.0,2024-1,2026-01-12
1130,UJ2024665,APM2611,62.34,85.25,78.95,56.94,50.16,63.26,C+,2.5,2024-1,2026-01-12
1131,UJ2024666,PLS1501,61.5,87.98,70.04,80.75,70.62,74.3,B+,3.5,2024-1,2026-01-12
1132,UJ2024666,INF1511,85.1,78.53,86.6,62.15,59.06,70.79,B+,3.5,2024-1,2026-01-12
1133,UJ2024666,ARC2611,60.12,75.73,63.18,96.95,64.41,73.41,B+,3.5,2024-1,2026-01-12
1134,UJ2024667,LAW1511,72.14,80.51,79.16,54.24,89.12,75.07,A,4.0,2024-1,2026-01-12
1135,UJ2024667,LAW2611,59.05,94.05,95.61,58.07,71.39,73.24,B+,3.5,2024-1,2026-01-12
1136,UJ2024668,ENG1511,92.19,62.93,54.82,50.57,57.15,61.28,C+,2.5,2024-1,2026-01-12
1137,UJ2024668,PLS2601,89.03,66.71,67.31,71.91,81.7,75.94,A,4.0,2024-1,2026-01-12
1138,UJ2024669,CHE2611,96.19,77.32,62.14,65.47,68.43,72.24,B+,3.5,2024-1,2026-01-12
1139,UJ2024669,APM1513,77.96,60.68,58.64,61.8,76.6,68.02,B,3.0,2024-1,2026-01-12
1140,UJ2024669,EKN114,51.58,96.08,83.24,76.14,59.52,71.53,B+,3.5,2024-1,2026-01-12
1141,UJ2024670,MNB1501,53.6,61.88,82.97,66.1,52.9,62.16,C+,2.5,2024-1,2026-01-12
1142,UJ2024670,PLS1501,91.37,64.09,50.78,80.76,51.93,66.7,B,3.0,2024-1,2026-01-12
1143,UJ2024671,ART2611,70.47,63.4,93.8,86.95,67.55,76.15,A,4.0,2024-1,2026-01-12
1144,UJ2024671,EKN224,72.05,60.65,53.45,62.2,76.38,66.39,B,3.0,2024-1,2026-01-12
1145,UJ2024671,LAW2611,72.86,60.61,77.59,69.5,57.29,66.22,B,3.0,2024-1,2026-01-12
1146,UJ2024673,MAT1581,84.13,93.04,51.1,65.28,98.0,79.96,A,4.0,2024-1,2026-01-12
1147,UJ2024673,PHY1513,71.94,92.68,61.68,98.93,90.92,85.95,A,4.0,2024-1,2026-01-12
1148,UJ2024673,ARC1511,97.19,96.72,82.24,81.26,70.93,83.02,A,4.0,2024-1,2026-01-12
1149,UJ2024673,MNB1501,97.42,65.67,63.56,51.59,91.67,74.4,B+,3.5,2024-1,2026-01-12
1150,UJ2024674,PHY2611,86.66,68.57,57.24,74.44,86.15,76.33,A,4.0,2024-1,2026-01-12
1151,UJ2024675,PHY2611,75.96,85.87,55.39,54.11,88.16,72.56,B+,3.5,2024-1,2026-01-12
1152,UJ2024675,CHE1511,80.9,63.82,73.66,81.96,89.03,79.96,A,4.0,2024-1,2026-01-12
1153,UJ2024675,ART1511,93.99,81.7,97.29,84.86,67.12,82.3,A,4.0,2024-1,2026-01-12
1154,UJ2024675,APM1513,51.99,98.97,57.78,55.84,80.69,69.48,B,3.0,2024-1,2026-01-12
1155,UJ2024676,ARC2611,60.05,88.79,56.78,64.37,79.32,70.73,B+,3.5,2024-1,2026-01-12
1156,UJ2024677,APM1513,69.02,83.26,76.41,82.27,69.32,75.67,A,4.0,2024-1,2026-01-12
1157,UJ2024677,LAW1511,77.22,87.91,60.37,51.63,79.62,70.62,B+,3.5,2024-1,2026-01-12
1158,UJ2024678,FAC2601,55.83,72.0,78.79,94.91,91.45,82.16,A,4.0,2024-1,2026-01-12
1159,UJ2024679,ART1511,99.19,76.86,73.83,67.6,59.99,72.38,B+,3.5,2024-1,2026-01-12
1160,UJ2024679,MAT2681,98.19,99.03,67.03,55.64,79.52,77.4,A,4.0,2024-1,2026-01-12
1161,UJ2024679,LAW2611,87.75,63.44,75.02,94.78,91.25,85.0,A,4.0,2024-1,2026-01-12
1162,UJ2024679,PHY2611,87.27,87.95,53.71,66.13,70.94,72.15,B+,3.5,2024-1,2026-01-12
1163,UJ2024680,PHY1513,52.03,74.25,56.86,68.56,77.16,67.76,B,3.0,2024-1,2026-01-12
1164,UJ2024681,FAC2601,95.75,85.6,55.13,65.56,66.04,71.67,B+,3.5,2024-1,2026-01-12
1165,UJ2024681,INF1511,68.27,59.3,73.79,54.68,85.19,69.43,B,3.0,2024-1,2026-01-12
1166,UJ2024681,COS1511,94.1,56.05,51.06,93.43,82.56,78.31,A,4.0,2024-1,2026-01-12
1167,UJ2024682,ART1511,65.72,52.69,83.11,92.38,87.2,79.48,A,4.0,2024-1,2026-01-12
1168,UJ2024682,CHE1511,71.32,61.67,86.36,93.65,54.26,72.59,B+,3.5,2024-1,2026-01-12
1169,UJ2024683,APM2611,76.77,51.73,60.37,66.95,68.03,65.48,B,3.0,2024-1,2026-01-12
1170,UJ2024683,PLS1501,83.99,74.68,80.67,77.02,54.25,71.43,B+,3.5,2024-1,2026-01-12
1171,UJ2024684,NUR1511,73.34,56.72,88.22,64.85,87.07,75.08,A,4.0,2024-1,2026-01-12
1172,UJ2024684,ENG1511,82.85,87.23,78.72,85.45,71.02,79.99,A,4.0,2024-1,2026-01-12
1173,UJ2024684,PLS2601,64.54,68.57,73.17,56.42,63.8,64.19,C+,2.5,2024-1,2026-01-12
1174,UJ2024684,LAW2611,61.64,79.34,63.86,86.42,72.64,74.12,B+,3.5,2024-1,2026-01-12
1175,UJ2024684,APM2611,62.91,86.8,56.46,79.97,56.22,67.78,B,3.0,2024-1,2026-01-12
1176,UJ2024685,APM1513,87.77,96.17,67.67,50.27,66.19,70.17,B+,3.5,2024-1,2026-01-12
1177,UJ2024685,BIO2611,66.34,51.6,80.2,70.51,58.9,65.02,B,3.0,2024-1,2026-01-12
1178,UJ2024686,APM1513,99.11,83.99,94.87,59.87,55.9,73.43,B+,3.5,2024-1,2026-01-12
1179,UJ2024686,BIO1511,92.02,77.69,90.35,92.42,62.5,80.86,A,4.0,2024-1,2026-01-12
1180,UJ2024686,MAT2681,98.04,58.12,59.73,82.54,73.32,75.01,A,4.0,2024-1,2026-01-12
1181,UJ2024687,PLS2601,79.78,83.57,83.03,87.79,53.19,74.86,B+,3.5,2024-1,2026-01-12
1182,UJ2024687,ENG1511,86.63,80.39,69.11,95.5,64.7,78.7,A,4.0,2024-1,2026-01-12
1183,UJ2024688,COS1511,55.47,52.31,73.72,85.28,98.24,78.02,A,4.0,2024-1,2026-01-12
1184,UJ2024688,LAW2611,97.88,80.33,76.67,99.05,50.84,78.25,A,4.0,2024-1,2026-01-12
1185,UJ2024689,PLS2601,88.38,79.2,92.39,61.46,71.2,75.72,A,4.0,2024-1,2026-01-12
1186,UJ2024690,MAT2681,75.98,69.02,88.16,61.82,64.84,69.88,B,3.0,2024-1,2026-01-12
1187,UJ2024690,FAC1502,58.84,89.88,77.05,63.17,85.82,75.4,A,4.0,2024-1,2026-01-12
1188,UJ2024690,PLS1501,72.0,82.16,60.08,65.77,68.59,69.16,B,3.0,2024-1,2026-01-12
1189,UJ2024691,PLS2601,86.34,54.03,88.61,70.26,59.71,69.83,B,3.0,2024-1,2026-01-12
1190,UJ2024691,EKN114,65.88,72.33,91.39,75.48,93.21,81.27,A,4.0,2024-1,2026-01-12
1191,UJ2024691,FAC1502,56.41,80.58,95.65,66.5,88.81,78.16,A,4.0,2024-1,2026-01-12
1192,UJ2024692,MNB1501,74.8,97.99,87.79,68.08,80.62,80.29,A,4.0,2024-1,2026-01-12
1193,UJ2024693,SOC1501,73.79,75.08,93.38,88.44,61.32,76.84,A,4.0,2024-1,2026-01-12
1194,UJ2024693,APM2611,73.29,99.97,64.15,82.93,68.67,76.94,A,4.0,2024-1,2026-01-12
1195,UJ2024694,ART1511,88.9,89.43,69.28,73.16,88.69,82.04,A,4.0,2024-1,2026-01-12
1196,UJ2024695,PHY2611,74.44,90.72,69.23,72.67,71.96,74.91,B+,3.5,2024-1,2026-01-12
1197,UJ2024695,BIO2611,65.04,89.3,91.55,56.48,65.9,70.77,B+,3.5,2024-1,2026-01-12
1198,UJ2024696,ART2611,64.22,59.91,92.33,78.78,84.04,77.38,A,4.0,2024-1,2026-01-12
1199,UJ2024697,COS1511,68.69,95.55,62.91,92.45,90.49,84.33,A,4.0,2024-1,2026-01-12
1200,UJ2024697,PLS2601,64.51,81.88,84.63,88.35,98.77,86.37,A,4.0,2024-1,2026-01-12
1201,UJ2024697,APM2611,84.58,81.16,73.63,90.09,81.88,82.99,A,4.0,2024-1,2026-01-12
1202,UJ2024698,SOC2601,94.48,60.85,50.02,75.04,81.92,74.14,B+,3.5,2024-1,2026-01-12
1203,UJ2024699,COS1511,55.65,72.26,57.27,88.55,84.47,75.26,A,4.0,2024-1,2026-01-12
1204,UJ2024699,CHE2611,89.02,86.22,64.03,53.3,86.79,75.25,A,4.0,2024-1,2026-01-12
1205,UJ2024700,ARC2611,61.39,71.47,95.93,84.17,86.49,81.31,A,4.0,2024-1,2026-01-12
1206,UJ2024701,MAT1581,66.17,69.15,66.77,53.68,94.54,72.1,B+,3.5,2024-1,2026-01-12
1207,UJ2024702,CHE2611,83.6,54.23,87.16,60.06,57.24,65.94,B,3.0,2024-1,2026-01-12
1208,UJ2024702,ART2611,81.78,64.8,88.99,97.57,62.25,78.4,A,4.0,2024-1,2026-01-12
1209,UJ2024702,APM1513,56.82,65.12,95.76,71.57,89.21,77.31,A,4.0,2024-1,2026-01-12
1210,UJ2024702,FAC1502,73.67,70.09,51.29,65.84,85.16,71.27,B+,3.5,2024-1,2026-01-12
1211,UJ2024703,EKN224,70.24,83.57,72.76,74.39,88.54,79.14,A,4.0,2024-1,2026-01-12
1212,UJ2024704,PHY2611,65.32,94.46,94.5,79.06,61.96,76.5,A,4.0,2024-1,2026-01-12
1213,UJ2024704,ARC2611,95.75,64.69,54.42,54.19,51.24,61.15,C+,2.5,2024-1,2026-01-12
1214,UJ2024704,ENG2611,59.94,75.31,61.08,59.42,50.22,59.37,C,2.0,2024-1,2026-01-12
1215,UJ2024705,ARC2611,87.14,85.83,65.56,63.96,81.0,76.07,A,4.0,2024-1,2026-01-12
